58127,11178,38193,39593,88053,78384,10263,90889,16178,5489,20206,4376,21371,45574,46058,48207,99064,39124,52806,10057,66337,34503,44358,26405,17155,81299,84103,58010,77821,9858,61925,83565,89063,48840,37884,89127,79761,69202,17137,67957,77921,15661,11821,83655,87060,25362,50680,79536,89134,22335,76368,86200,37812,99947,10537,56200,76559,96753,64383,23889,72066,96178,75367,55059,53730,79040,94387,48370,73770,22792,69636,90048,94820,92517,97417,35498,59914,71703,85379,22014,19828,64741,12095,92027,12203,30054,77718,99476,42310,56955,82402,83131,18712,14316,23859,51607,45891,25106,57920,29651,0
29619,91351,28819,84863,42297,74008,23057,99488,78335,35159,35882,64691,73686,88251,71019,60844,6622,59137,71625,71005,63673,22882,10330,53618,81671,6495,81260,4482,42901,86294,14622,28343,75122,39970,96291,98629,81296,93214,36557,46765,58180,64609,98731,90665,72742,71834,24841,95602,52714,88386,55574,26228,25735,68356,24244,57160,63587,11758,35482,32504,19290,92833,71386,46429,29813,82656,14651,3637,4597,48100,46694,8084,58952,13376,64720,26034,47185,33456,1903,51313,96373,36536,62867,1254,96358,38135,81837,13973,87454,2750,30679,53769,2945,15465,52330,4320,43036,14485,61809,22515,1
43542,1069,61953,88277,32810,89713,66080,34803,78548,4018,68095,9003,36760,65285,31125,37102,31531,7092,60786,77477,54244,96076,57904,87016,50490,87390,73549,20216,41884,53425,24929,29002,55493,27063,59095,76461,50870,438,90525,25846,17154,78993,72314,2679,77169,26087,36773,54629,35100,68876,15936,43481,91575,99465,96254,3853,43735,54195,91698,54602,12472,62799,81082,2243,70632,49400,13664,65939,97674,19248,32846,14535,15896,55344,76462,98930,49184,11022,70695,67828,70768,3284,50059,95447,34104,93949,13703,62443,68986,62588,48954,32653,85509,81580,97660,17443,54734,80188,83206,68973,1
83032,40236,60352,15554,21912,2141,82279,36745,11176,8146,91333,1947,71714,59954,18470,75486,67497,5769,6301,14102,31250,6449,98251,56357,43396,42650,29254,39750,14876,72999,27841,92687,59145,13682,95795,85076,27506,72026,36471,71713,74647,82161,58800,26022,26589,5463,60116,44010,80415,1940,35655,31540,6255,99243,43783,36245,82432,50260,44276,33196,64626,3894,62237,9809,36839,19862,75649,73567,98005,17154,61656,46082,99956,66304,86022,26432,62355,66497,92797,78224,23098,39288,35897,28300,20396,61838,88090,29758,60740,50345,8608,58,68039,76969,51830,62521,14216,65081,18379,77803,1
68533,1177,46176,61626,50536,42916,50502,17186,56985,76845,7030,80877,25829,5523,24137,58143,23587,69708,56110,44668,711,2950,48708,90623,54025,82391,82209,44144,66829,86560,11593,47490,18061,96541,91396,49060,37286,19161,85569,70629,22298,17174,65615,62633,37279,59055,33825,20927,22959,36179,35538,26468,872,80590,81903,6836,11635,90688,85588,13796,75075,31472,90448,8273,87610,2322,55971,27354,59143,81824,47627,17571,36185,48857,50811,91079,79595,96029,44239,98061,52251,76939,66649,12468,76403,86590,45391,3593,62530,3838,42189,73518,59127,67219,81366,72536,32368,5133,90101,18158,1
2697,31709,1328,13690,87289,10810,218,12760,57400,17735,88839,50135,54636,30325,24239,4066,84275,3968,5116,27017,55041,86650,13138,74854,25903,73872,926,74573,94202,6615,67251,51891,2689,29633,66396,34291,95400,72498,21652,10553,86732,90780,30973,34096,83773,71070,99549,31578,63384,14562,87631,42215,22392,56857,64789,50372,14872,59313,31088,19776,68880,84220,47085,85503,26439,76574,95861,51905,96208,17057,9832,62227,12664,85816,80396,23273,37596,4476,78319,33321,22648,98790,50747,60504,87008,74703,31842,87123,13458,75030,5914,9000,29236,97690,5183,27469,65188,35516,51910,14950,1
47055,37806,63300,45354,46426,28187,46577,40809,46328,17104,29010,16973,61826,21453,34211,13089,29649,98967,32047,90958,65200,92840,81031,30846,56724,25550,7904,76652,82574,77584,5655,16981,89037,71705,94106,45164,36765,44589,94922,43003,12702,75625,77185,28363,11187,10479,52830,90797,62382,49941,8542,82855,4420,20693,46390,29397,16946,87196,49331,34706,24365,87736,91567,32342,32272,29220,791,87803,42768,17890,71716,13641,64745,30621,31679,94444,46523,13928,45279,61624,83372,20195,77525,262,80208,72167,24176,76793,15920,42304,70930,8185,21047,27805,55392,30879,33448,57294,98267,65940,1
76888,93383,21496,98855,44387,72305,90432,12339,98265,42815,60237,27542,50716,48310,87281,56400,88943,5357,26042,75832,43748,45899,18359,56572,19018,27064,97744,36303,33521,31026,93458,5458,33537,37797,10058,71785,85396,10518,10948,80986,89,45967,66206,39475,14503,8888,37956,28369,90653,98809,367,30623,21050,41531,75809,5449,88651,36844,69300,18629,79504,96197,90735,38359,50570,64644,32819,72782,83116,38198,5330,22824,60930,10091,86348,30061,95493,25947,42429,99079,86896,44376,83052,13238,36518,40781,36036,40557,92443,76762,60891,24113,36840,46947,86362,42173,5790,9851,19768,4408,1
19551,12143,90195,48182,75406,84114,1517,78679,42907,1028,38301,37802,43451,33030,27245,8335,23720,43415,7812,90066,52912,2632,59562,12323,75964,10436,31632,96068,22412,38953,97080,87837,76306,87811,45579,7251,49049,89388,93730,36592,13825,36637,37092,43570,5245,46165,68008,18865,54406,86282,96374,42225,82085,77650,2957,67861,867,66638,49559,36507,72370,53823,93325,27241,75589,13125,65236,21400,21932,7841,11059,19674,12032,87484,89869,46276,42845,32767,29743,44374,70111,84678,26346,1115,54760,49435,34420,63282,99545,28495,7218,80614,24001,29630,81006,17147,30046,59781,16916,14016,1
23441,53547,1995,42958,51907,64716,85378,92275,27206,90337,85685,60271,15836,69505,481,14354,3763,40110,603,2544,57964,68332,28171,34645,14440,88634,12746,79574,61531,13448,77600,50154,27934,58335,11610,45873,27706,27865,33747,5757,29842,69496,98985,17496,29137,78479,77247,24724,2524,56708,24539,39495,17396,93154,36404,79898,6466,6695,89523,46431,46945,82760,49125,91115,52577,72672,31048,25864,76915,7479,3671,7386,74892,72064,56541,27198,83786,37909,6277,42126,93693,8322,63242,80057,8840,83997,20824,83542,8348,917,9247,8505,1824,70905,17686,7610,34080,17452,7993,28886,1
22810,87297,296,92164,28919,44742,76891,68419,86583,82722,41774,66141,8983,8426,52294,11856,32141,6029,48398,87750,65206,1608,63874,75768,37252,56446,59059,3396,34719,56146,70839,5262,56735,23481,67797,16829,43208,13951,10008,46463,53102,38370,11327,33657,54307,13071,6793,57262,57221,71591,97098,10383,75598,10450,22079,58695,19296,60682,72402,53578,27325,64065,22507,83786,99989,66622,25254,78742,81528,19192,34518,91404,15436,73186,95137,83787,35260,83328,29583,97006,39741,4511,89487,96713,58020,16764,74792,65716,63504,90970,72959,98518,91803,82495,48590,3880,58551,5218,42276,59020,1
94822,94944,60052,78236,66597,37660,3668,235,62541,97018,34073,37136,21275,17837,44463,78202,42971,82838,55928,59327,9552,4534,85869,15939,40076,81524,81392,41850,36513,61350,76936,50951,22953,16752,66678,93498,96794,39146,11624,41461,87842,85212,29315,74482,53894,33432,37823,5999,43966,69648,37373,82578,38531,83865,59555,18215,7932,39485,3710,86778,63052,62421,45131,32183,90336,75988,56247,43086,37531,78603,90409,51101,35882,67334,81843,34911,34099,97336,21860,11550,46648,33165,53220,17348,5413,13557,38315,51070,3434,14818,97869,61081,28652,49056,27617,38798,30991,66862,48740,18374,0
22490,99582,87766,85191,45197,43873,97436,41973,66126,61815,58018,90320,46450,15010,91416,5188,57627,80547,41432,69219,88878,26199,78308,77653,19008,45215,71568,91693,33594,77730,17933,57442,91021,78015,78510,18615,27419,70861,17060,53479,18630,29704,66361,24422,45043,87214,12747,95774,2080,17138,60226,9403,35241,31922,57125,70428,43676,84762,50144,1600,94761,12621,91617,88843,25526,22692,37177,41318,8817,82247,82499,84491,34938,50215,55049,18069,14977,8485,46057,85813,60812,99978,45807,15034,45800,90690,18566,79848,74552,56133,65812,25182,7487,53119,19080,67654,51038,88249,67099,44330,1
79208,20108,2037,33147,96301,19582,2856,45154,13239,62665,92,64789,46797,70457,14167,16198,30091,4648,74293,77767,26790,92329,32578,32728,91768,15031,92906,94630,15942,43605,2467,49192,95544,26314,81835,82661,60127,82709,61372,77806,6576,96273,84940,38038,8518,33361,97259,63765,22306,19763,58199,71867,42734,29429,53718,39457,2548,23205,73598,35356,86046,6694,71289,65189,72509,99218,31257,17354,27574,23674,82167,26996,48382,93612,25311,34533,98638,28005,31644,34984,93280,47323,56463,98316,69585,33766,74543,63878,15302,37152,6728,15800,15325,63975,4476,22032,35100,48065,72529,64969,1
33573,58621,9492,19778,85739,46383,43131,27698,68123,91821,99744,36624,92893,66656,12200,20149,44558,59162,67584,31608,21105,24996,484,48836,35566,6263,58115,65953,45438,63428,79472,56189,60705,33050,291,27459,27248,68053,28771,69067,34672,62462,28271,44585,35976,30846,31736,75407,40521,6262,84208,77574,68712,42069,73950,57873,31239,51178,32928,94652,14623,9478,25222,98678,83450,76593,63628,8369,66,53495,56352,16882,27906,4892,95151,61339,49649,57399,92202,6408,16647,15187,95966,44158,38294,76029,80098,56539,56715,61759,79620,50498,82911,29318,91583,91960,85632,93346,59664,63072,0
35674,19327,34301,87400,33250,12283,96069,86344,16220,62752,22398,66443,86101,49285,94415,22135,19788,21448,7539,73817,24860,7294,80833,2724,45715,77676,86658,43724,62137,39497,86502,46702,65276,46649,5243,15134,8084,664,92430,64165,36121,21350,26513,17876,65334,80407,25471,92799,43932,15474,44932,65681,54530,90248,37100,24045,28195,97907,61117,80566,15820,96714,51832,59770,6517,40694,61143,3234,70885,18901,60702,15186,33857,64158,63825,56435,3306,29303,85207,36775,46956,9132,64838,79934,61298,96210,57770,30677,87181,97496,92509,51679,71410,82543,20197,99645,88556,32066,18314,45042,1
4290,77903,38970,80652,56297,94176,38717,5978,14448,3718,50802,14895,86004,51233,21829,49165,5883,85197,70565,15970,13374,161,85900,30819,97185,13182,80802,88084,57779,96933,34671,58556,15025,23761,26148,78958,48041,88040,24561,33283,533,63268,31591,84251,11151,63487,69829,4426,21917,71182,17635,24379,70421,91024,43346,18562,82701,73653,40842,57233,24748,20103,44421,59664,17790,16562,95986,14883,72634,26874,70128,15818,64043,5022,89803,97228,14574,13194,23940,73909,57394,31304,47204,93735,31438,46980,45237,94238,54536,36205,22882,38495,93208,36942,97562,96234,17095,42980,75686,95062,0
33581,50380,14315,80337,32557,9241,70114,96967,74958,17695,86874,97667,55685,61227,74702,35539,5062,32663,57635,83601,66904,99040,70297,50861,98847,85327,28778,97221,72242,20772,63498,30068,39547,81164,6170,47246,73055,21237,14359,34240,69528,97912,68675,33314,57240,56149,58495,71582,1676,90474,42558,14769,76844,88575,49518,75720,37566,95337,50582,63402,5088,86281,38586,71796,99615,30360,40322,56550,24345,5128,7747,32857,2485,4451,88631,47409,97615,26761,29289,50449,77771,3738,83040,94886,13515,31574,96029,57541,43928,39542,77998,30521,76005,57832,47174,18617,65456,57057,69485,89126,0
27655,54982,34571,21873,49905,96656,58008,96008,12728,90851,55031,91748,29844,92192,44413,88357,45492,40203,6334,22405,95203,87444,963,69845,1243,41582,59648,1981,46885,40682,92842,39906,63843,64824,50749,48332,80755,23297,81098,77469,39371,36397,64293,85869,49058,14471,64352,55688,20875,33797,14463,49427,60717,96662,23204,94369,5817,43265,585,5484,33238,17567,65171,69329,76126,24408,9456,44346,63173,74044,39203,9591,1409,64310,50549,2953,42148,15328,81754,82026,94042,83225,84020,41209,74641,83212,26935,14849,74213,37131,28241,23641,82223,8824,57900,29229,14209,66255,6024,2704,1
6661,96973,58181,84653,51250,74156,98206,94916,25616,60522,21596,35146,10509,28685,79707,78755,23538,45403,518,22839,46946,44691,42222,71866,47602,87346,98068,36747,23526,62656,45654,22778,59718,51797,7956,73322,68743,16936,96349,43837,40236,88610,82829,71116,95865,42900,89508,80806,4828,9420,48178,72586,2440,81781,12298,73006,85201,53407,34985,84221,38066,94996,60722,34675,90812,76765,10899,44520,16515,44787,37791,79205,54414,56215,10908,28128,63853,44921,29512,31169,99730,78308,56431,20384,46617,3742,65172,73435,32040,52011,47914,98998,22577,96509,4378,34620,90255,28194,6474,62428,0
95288,84702,58267,57592,39928,12855,98359,50198,58860,64213,72140,88983,12976,93121,84638,26518,19356,79881,2007,65123,96989,90816,49262,38866,71136,36648,95734,30546,56042,78356,68829,82934,69744,57251,53458,91871,13611,43701,91091,30218,775,57540,177,70872,56585,83961,34836,21671,83219,66900,32601,81160,12266,99687,83535,26557,92926,45108,152,21863,51574,35525,82696,30804,67308,80987,24538,96108,83152,12826,23221,56630,88141,92545,8999,38402,22127,62692,31166,56492,67297,8681,45518,10392,71331,56289,80738,95391,55553,47488,57655,97508,61598,56951,49325,79304,41226,84844,86378,14135,1
96600,49765,24749,24888,83610,86578,12398,17715,67018,20841,14663,31554,17361,38081,87512,38331,8336,73026,88884,43283,60338,18318,57312,73282,72188,63649,62608,54972,41409,79132,56993,49536,92978,99397,40087,67788,7193,88357,38163,24495,73518,42579,95016,85491,24335,89253,38104,87148,43648,31703,63930,94350,4465,34622,99958,9670,2965,47946,36916,74037,29604,7683,8731,69689,12012,3656,28492,92890,1343,50459,86525,96140,14142,71577,37934,97789,10696,80938,44656,35324,2165,96600,98004,37027,93979,81887,75139,71668,87796,81894,91327,16323,51641,54458,81792,82603,23490,37512,43227,52636,1
75419,71511,93185,6054,56186,88680,97421,56444,76989,86581,82394,11331,13267,32532,83938,28534,93956,31004,71780,73024,67838,29164,76179,94404,96890,30110,41356,48102,93089,1651,68818,34862,83900,21461,28177,68292,92764,38088,44530,50428,76643,79002,21372,56922,37562,89018,2566,18148,53823,41774,69651,51785,75566,380,33114,38078,94523,63570,44794,12737,22195,93416,36214,22817,25294,21631,23915,16655,28103,89024,56705,73972,20808,41291,25753,99535,33421,76825,85246,72082,27857,37330,76741,12105,7276,62780,1982,18942,93316,85965,1011,88918,77841,36049,96714,5597,17203,74366,17371,17094,1
97248,49093,86591,29054,28711,40098,10348,2093,79087,3976,23058,80332,47431,60413,15862,78056,15040,50310,67675,89495,52565,49720,2832,91428,43595,98379,24394,97739,672,21188,90420,65607,53930,18731,67539,40999,13894,5373,94310,12196,93786,75589,29245,94745,56475,55529,96373,15985,38652,43944,3284,82932,13204,35851,47192,69691,21582,73241,22807,36115,57745,3242,80384,41458,63431,1574,67714,10677,88077,22868,93263,82398,39759,54162,25564,99011,50423,10362,59850,81983,93896,10313,2461,94135,41694,15812,23329,26827,68013,68062,37796,76137,78903,14426,18383,8735,29295,43356,28805,31753,0
59573,6536,39766,69967,33695,73829,22928,87030,21455,35921,63611,78036,71666,97669,73096,4180,16432,9000,23923,42076,52717,82651,48959,50136,42911,97963,88775,62332,595,51502,53832,72177,2392,9928,21702,36294,17568,33145,37599,64555,29856,57590,63185,15678,25167,27018,54115,71760,32542,86522,52690,7912,22570,5773,1671,94386,14994,22193,68033,53603,52595,81288,22800,4498,69680,24891,23989,54147,65939,4682,57166,65574,84252,65147,21074,10555,90265,52823,13350,98360,71689,20574,32898,55670,63594,9427,88838,2005,63728,255,75020,65118,26403,44319,24137,81205,36720,82375,94603,78867,1
88806,98723,62595,98844,92571,29382,94107,64619,73433,71769,4602,92939,93168,36641,38302,84273,44897,18274,88192,37225,56810,77778,78267,37937,90848,73620,85566,85680,22851,3443,24641,98397,98038,66867,6584,47344,85074,28141,70890,5414,91549,96956,89753,48555,20936,95865,89269,27512,12035,58202,79939,91363,3423,93617,49973,89087,86054,369,36417,32604,65230,44976,91661,51724,25460,96059,22461,44873,37930,2431,15432,23997,83813,60094,18546,97952,16910,86392,6811,75692,39873,30512,27360,4604,93924,93170,81369,54781,56480,13649,56848,10547,92395,9076,39571,61477,40165,71420,13327,10455,1
81138,28113,92085,73086,80039,2200,65122,65684,93663,84869,352,71452,22404,46228,35503,37542,2771,79046,28167,48018,18751,80931,9967,83287,9960,87911,46552,32910,17577,48198,82645,22264,73804,61036,21681,36483,75422,7419,37660,6053,9434,93379,38161,88505,32319,31585,79063,32134,49516,72315,61719,37432,8582,20196,12760,63953,95687,74137,4433,71255,93450,85667,84914,68548,68509,65391,52194,12456,56047,94484,85043,28606,56779,60032,18882,11264,58983,10534,27854,3028,1231,67572,7274,62500,34807,50763,70460,7516,50237,58335,90390,41925,28102,86855,2561,81051,95976,74708,66489,85226,1
97335,49765,64044,97830,72574,83296,71609,80780,97991,69955,6993,85133,51487,21747,19516,87660,79000,60743,22619,16152,96473,62675,27347,44945,76122,40065,27102,37735,99340,77430,56604,97911,72338,53878,90242,66324,18303,31646,11128,6637,37649,98587,37658,8308,39948,45724,24798,84487,69775,65926,13894,59963,39599,9169,29400,87791,82495,10949,41698,32572,29134,981,57208,51722,86648,81500,57575,32408,36930,35450,34527,4773,46557,37773,93978,45111,32177,94016,55100,55341,81134,55146,98575,92748,81973,90961,46686,38014,53359,40132,8429,92378,68352,67691,22078,50842,39227,66602,66734,95925,1
1287,54014,77519,27280,93099,92382,49392,32001,60820,37303,1519,99749,58835,21943,45645,74570,61540,26514,76993,65297,29818,71020,46659,59590,46917,256,20013,75448,28745,32170,77108,37824,95947,94870,23256,7577,77290,90662,37667,47083,51167,20906,5170,80564,36696,23078,34694,16917,90310,948,97935,86055,16535,27046,42468,26670,23239,50139,91118,13469,97048,5680,61782,38035,66430,30875,85495,58552,47534,31018,71205,9171,97447,91645,47551,59730,9884,14111,77809,82001,15393,15735,52301,68206,43140,80941,65504,70334,31543,50354,94970,81586,77880,4700,40653,67014,92290,11030,4651,68135,1
41918,66134,80632,33041,66833,55077,64605,51565,47615,70982,31875,86833,63807,52008,12666,52029,80628,27437,98965,20517,68180,26790,79345,5640,3837,98481,84220,44123,37445,65124,15805,7067,47420,67720,46463,46813,66165,9583,42235,68411,47057,86668,1246,26865,38346,74673,40020,42608,843,31673,96979,8619,39894,44712,34797,1776,46742,93506,37948,10623,36542,36043,69819,10648,45999,637,45525,28199,79949,85067,19805,95206,6333,7588,75139,96174,70640,76236,92030,30053,84001,20470,42094,51988,49952,41841,60210,51112,42171,35095,58025,2817,96078,78629,37528,58262,11096,73589,98395,29964,1
30717,24723,83246,62103,87060,21869,38435,28110,25105,13754,76055,60985,84582,86351,34740,91725,391,62814,30358,94485,38742,14789,21960,44974,86378,68411,9862,93599,42317,56555,19869,82016,86669,20454,88487,15470,52571,82314,83262,23577,52627,26758,60973,26750,45134,90710,16549,13315,80205,82670,95436,66490,49736,3369,5332,28164,81275,88328,37316,193,12542,39605,73019,72417,96448,77077,30396,98545,85187,17410,57602,45755,97452,60540,86492,16012,99493,31794,53415,53860,2688,36093,69309,21747,26949,98959,59528,28021,18867,96243,50090,74684,30876,73922,84433,48626,11466,13572,66566,1793,1
22296,18796,27503,55367,38642,88261,51723,34277,33438,95343,83505,46085,31367,11829,52330,9992,68283,89315,70340,51504,43881,69706,41176,19059,3574,30513,656,84281,82565,57832,61753,30920,12596,47262,55869,12997,33973,53349,67925,58019,72973,91268,52585,40640,11542,6197,45884,41628,5506,11789,81361,80909,93747,34555,26818,172,4671,99069,54049,18981,8500,36174,66756,44390,95662,86106,37514,11295,22610,14277,11264,66840,98983,70687,43796,13394,59288,76274,62662,50304,12084,97890,95283,88458,74008,17595,7679,33620,93587,4273,88000,90565,48272,68213,18421,12316,83913,85922,84240,28498,1
95658,84475,97814,55456,63243,46958,95982,51734,48590,68992,78634,96756,15070,85518,80131,24673,9595,18578,31619,75195,86500,89805,63986,67788,50960,90963,64285,96765,90940,63544,63947,44319,52482,51236,9134,40829,92473,84531,93664,69769,11985,15615,80283,73997,16793,82783,66684,35396,41450,23699,96256,41308,75304,39421,20160,78101,5495,4143,92689,81141,71720,58045,23350,35654,82129,2772,14188,10452,13005,9643,23054,2435,78780,85734,13720,39999,3074,32493,92399,83431,37136,1994,79395,61569,50374,17152,68995,37716,51952,4067,8972,39562,61559,54624,60129,16844,96504,63723,35327,11995,1
87187,77426,33894,72152,973,44647,52849,4129,76107,64193,99590,76366,34889,18308,84607,68191,47060,68838,6988,36417,19565,89473,10007,41810,73810,75267,12902,87787,80587,55432,12894,83493,49442,72212,50519,19871,26195,66235,73376,52999,81528,86566,82842,71299,36821,67015,21194,57112,5115,19563,95891,36569,37150,80850,41669,43734,95726,33977,89621,41352,22603,7068,45369,461,75711,2555,45678,61499,2643,77169,2240,59282,6122,72700,86646,86839,20063,9937,29820,10575,57193,728,54109,8009,68750,95027,88120,24455,736,20104,72681,88823,44508,62432,61200,91492,9008,37031,43935,34165,1
43545,61740,67374,69632,11407,26314,53878,437,40019,37129,15715,6597,49255,68752,36270,26071,69900,4165,86448,22965,90242,35377,86127,44322,94783,76774,11667,74519,59152,71642,69251,14219,57533,26156,45459,32401,87352,77060,97556,70831,58229,54270,90754,67457,82200,49264,29521,13652,21739,26690,87373,41862,52317,15086,46636,22201,66276,33318,8835,26838,76510,8528,68752,82536,95517,20533,83388,43024,48669,58867,2839,58964,5933,58631,76534,28436,80147,62593,71501,65077,7004,75610,72928,57708,68590,91379,12109,82243,4550,74716,73787,7109,17680,85335,37642,13608,17302,31152,67064,27419,1
16166,88378,71215,73079,14334,80525,20286,77827,5970,45420,434,32594,83435,8765,50345,53022,54172,78691,59382,18025,18740,72863,60308,26408,88760,39369,17571,79993,85082,94964,5793,85823,10863,38928,87448,96065,49235,83630,73783,43389,2403,6065,21753,38315,89577,47396,54372,468,23994,32578,46547,14705,44042,90034,37324,86809,95476,7546,78499,29056,93451,24798,14654,38951,52433,20964,74158,20900,23789,58754,85159,91166,36003,78571,29069,44801,48140,92048,92556,52047,89257,35336,75196,5905,62467,61047,77441,48060,92532,37177,83989,38552,2448,81122,39741,94049,78410,40840,5540,55059,1
